,Title,Artist,URI
1100,blown away,carrie underwood,0vFMQi8ZnOM2y8cuReZTZ2
1101,climax,usher,5pyVqlqThcxI7tPDjHIzPh
1102,"work hard, play hard",wiz khalifa,1ms5tNNdPouTtcD2oVF9Oz
1103,let me love you (until you learn to love yourself),ne-yo,4kte3OcW800TPvOVgrLLj8
1104,pound the alarm,nicki minaj,5kcE7pp02ezLZaUbbMv3Iq
1105,come over,kenny chesney,6BCrbWBpb8d6KWmEqZ41tr
1106,heart attack,trey songz,25CA8QVJQrh5R05UUCaODM
1107,drank in my cup,kirko bangz,3m8CQnnfJJp4eQMWWl3zay
1108,birthday cake,rihanna feat. chris brown,4EfN6bixdOOgoLYR5C4cWo
1109,so good,b.o.b,28GUjBGqZVcAV4PHSYzkj2
1110,50 ways to say goodbye,train,2NniAhAtkRACaMeYt48xlD
1111,red solo cup,toby keith,4YKAOXyqkKZ5gOZR0AmVMN
1112,love you like a love song,selena gomez and the scene,4n8jPTf8wgI99ryFmbnDPc
1113,turn up the music,chris brown,1RMRkCn07y2xtBip9DzwmC
1114,die young,ke$ha,7EQGXaVSyEDsCWKmUcfpLk
1115,5 o’clock,t-pain feat. wiz khalifa and lily allen,42EMFjvFtOki8MA0JNZqVK
1116,a thousand years,christina perri,6lanRgr6wXibZr8KgzXxBl
1117,take a little ride,jason aldean,2o5mwv7hvas1jdUg14Nihv
1118,you da one,rihanna,3Yt9lRtS5V4nbJnwcgFgvC
1119,we run the night,havana brown feat. pitbull,0qOvlEzD7xU35GLFT8DF1t
1120,it’s time,imagine dragons,6BtmXhTJMM9sBTHeYYASGz
1121,cashin’ out,ca$h out,1POAx4NMLOBPVKZUSsBh92
1122,i don’t want this night to end,luke bryan,0cV4xwUA4ue2deqq4CZFko
1123,diamonds,rihanna,1z9kQ14XBSN0r2v6fx4IdG
1124,hard to love,lee brice,6E9V9TRlVOLjenGjHemzEH
1125,somethin’ ‘bout a truck,kip moore,6Ymvlzom4TQeoKqAWsZRD8
1126,adorn,miguel,25cUhiAod71TIQSNicOaW3
1127,fly over states,jason aldean,17X2tSzibD9n9QRjdExcWT
1128,even if it breaks your heart,eli young band,0Nu9WA8kEbBWEsay2s8Q0U
1129,burn it down,linkin park,7oVEtyuv9NBmnytsCIsY5I
1130,can’t hold us,macklemore & ryan lewis featuring ray dalton ,3bidbhpOYeV4knp8AIu8Xn
1131,harlem shake,baauer ,01XFgRZfZI7oBagNf1Loml
1132,just give me a reason,p!nk featuring nate ruess ,1mKXFLRA179hdOWQBwUk9e
1133,blurred lines,robin thicke featuring t.i. + pharrell ,0n4bITAu0Y0nigrz3MFJMb
1134,royals,lorde ,2dLLR6qlu5UJ5gk0dKz0h3
1135,roar,katy perry ,27tNWlhdAryQY04Gb2ZhUI
1136,mirrors,justin timberlake ,4rHZZAmHpZrA3iH5zx8frV
1137,get lucky,daft punk featuring pharrell williams ,2Foc5Q5nqNiosCNqttzHof
1138,we can’t stop,miley cyrus,2y4lAQpi5VTNLu2ldeTdUH
1139,wrecking ball,miley cyrus,2vwlzO0Qp8kfEtzTsCXfyE
1140,scream & shout,will.i.am &britneyspears ,2iJuuzV8P9Yz0VSurttIV5
1141,suit & tie,justin timberlake featuring jay z ,6vt0I1cw1YmAIKDJvHVIM5
1142,stay,rihanna featuring mikky ekko ,789CxjEOtO76BVD1A9yJQH
1143,berzerk,eminem ,6Xk7PnitV9jCRorWt2LiVZ
1144,the monster,eminem featuring rihanna ,48RrDBpOSSl1aLVCalGl5C
1145,"hold on, we’re going home",drake featuring majidjordan,2aSC2xhRxOLiiZZVjhbylH
1146,cruise,florida georgia line featuring nelly ,0i5el041vd6nxrGEU8QRxy
1147,treasure,bruno mars,55h7vJchibLdUkxdlX3fK7
1148,wake me up!,avicii ,0nrRP2bk19rLc0orkWPQk2
1149,holy grail,jay z featuring justin timberlake ,37jTPJgwCCmIGMPB45jrPV
1150,started from the bottom,drake ,5DI9jxTHrEiFAhStG7VA8E
1151,cups (pitch perfect’s when i’m gone),anna kendrick ,6mH3qVIeOsnQIAho5eWwhH
1152,come & get it,selena gomez ,6LoQHIo74tOzQ8EsLEkhgF
1153,applause,lady gaga ,5ka2ajep9OAvU5Sgduhiex
1154,story of my life,one direction ,4nVBt6MZDDP6tRVdQTgxJg
1155,demons,imagine dragons ,3LlAyCYU26dvFZBDUIMb7a
1156,feel this moment,pitbull featuring christina aguilera ,0Hf4aIJpsN4Os2f0y0VqWl
1157,clarity,zedd featuring foxes ,60wwxj6Dd9NJlirf84wr2c
1158,the fox,ylvis ,5HOpkTTVcmZHnthgyxrIL8
1159,love me,lilwaynefeaturing drake & future ,7tGlzXJv6GD5e5qlu5YmDg
1160,i love it,icona pop featuring charli xcx ,6HZ9VeI5IRFCNQLXhpF4bq
1161,safe and sound,capital cities ,6Z8R6UsFuGXGtiIxiD8ISb
1162,counting stars,onerepublic ,6sy3LkhNFjJWlaeSMNwQ62
1163,heart attack,demi lovato ,1V6gIisPpYqgFeWbMLI0bA
1164,the way,ariana grande featuring mac miller ,06EL94D0TA27Ik0Ke5usbj
1165,love somebody,maroon 5 ,0HnaqUxvHP5LaWdmWwJpiS
1166,summertime sadness,lana del rey & cedric gervais ,5lu3zAHbQKwcCQRls0kxW8
1167,same love,macklemore & ryan lewis featmary lambert ,01uqI4H13Gsd8Lyl1EYd8H
1168,23,"mike will made-it featuringmiley cyrus, wiz khalifa & juicy j",20FZrLl9zSbO9b3DhaqO6M
1169,gentleman,psy ,26spalP6x2gUAab8rwB8dQ
1170,let her go,passenger ,0JmiBCpWc1IAc0et7Xm7FL
1171,boys ‘round here,blake shelton featpistolannies& friends ,39FwE8edwuyiaa4PrGBkP7
1172, light em up,fall out boy ,2E43WFS4rRc09za2r2GmZl
1173,we own it (fast & furious),2 chainz & wiz khalifa ,2OQJKTtrH482waGFmOfJni
1174,that’s my kind of night,luke bryan ,5HGibWoxnkYSkl6mHmAlOE
1175,survival,eminem ,3stOygN0I7CIvkEB2LJGbv
1176,#thatpower,will.i.am featuring justin bieber ,01TuObJVd7owWchVRuQbQw
1177,i need your love,calvinharris featuring ellie goulding ,05SBRd4fXgn8FX7bf8BCAE
1178,#beautiful,mariah carey featuring miguel ,1ahAuX3F6tDdNRfMdiLsv6
1179,rap god,eminem ,6or1bKJiZ06IlK0vFvY75k
1180,wagon wheel,darius rucker ,3xdjjKMcMOFgo1eQrfbogM
1181, crash my party,luke bryan ,6GBUsjHfZuweYf5lQEz6mP
1182,the other side,jason derulo ,5FljCWR0cys07PQ9277GTz
1183,best song ever,one direction ,5T7ZFtCcOgkpjxcuaeZbw0
1184,pour it up,rihanna ,76VtA90NKurNqaQpV126Ue
1185,carry on,fun. ,7gpy7sfWPNuOKmUNs3XQYE
1186,mama’s broken heart,miranda lambert ,2mXsZsJBThTaJXbNcg5QD4
1187,power trip,j. cole featuring miguel ,2uwnP6tZVVmTovzX5ELooy
1188,22,taylor swift ,3yII7UwgLF6K5zW3xad3MP
1189,u.o.e.n.o.,rocko featuring future & rick ross ,0HFrCOmhCYXlv4NdEwRAuj
1190,all me,drake featuring 2 chainz & big sean ,7y911sqgHGHcyU4ivapjwi
1191,timber,pitbull featuring ke$ha ,3cHyrEgdyYRjgJKSOiOtcS
1192,highway don’t care,tim mcgraw with taylor swift ,4sSUYUpB5epI7xTi5wfpOI
1193,i want crazy,hunterhayes ,6kaRWqUcNolKrcUsFGYb8Y
1194,my hitta,yg featuring jeezy & rich homie quan ,19OHDib8Jrqi3o2nm5lzdA
1195,love more,chrisbrownfeaturing nicki minaj ,2MDueMvPkUTpU6Xkmeinln
1196,still into you,paramore ,1yjY7rpaAQvKwpdUliHx0d
1197,sure be cool if you did,blake shelton ,5yIiXdLRE85OBiQmCaUenq
1198,troublemaker,olly murs featuring flo rida ,6s8nHXTJVqFjXE4yVZPDHR
1199,"gone, gone, gone",phillip phillips ,5L79aNYCTKiZq7vaOElXYj
1200,it goes like this,thomas rhett ,6GsAD8PgHxmEuIPTG8GP3M
1201,give it 2 u,robin thicke featuring kendrick lamar ,5zDQlhcJ5KOoXeSMGwiuJY
1202,unconditionally,katy perry ,009ImBOrIUlWgla8U05RAC
1203,next to me,emeli sande ,31VOknKjFrEX47bZXzqcoF
1204,c’mon,ke$ha ,0EjXXOIWqzyaRREYDlhDEG
1205,bad,wale featuring tiara thomas ,1T4U8Q2DRfs6OUg8DEsRZf
1206,body party,ciara ,0rFZaQ4crlGAzuCjWCQ2xu
1207,crooked smile,j. cole featuring tlc ,5gFoAVTN9YlM9uJCrFZtgl
1208,runnin’ outta moonlight,randy houser ,6enPOmd3vSFpI4jjms8kXN
1209,bad,wale featuring tiara thomas or rihanna ,1T4U8Q2DRfs6OUg8DEsRZf
1210,gorilla,bruno mars,2ih2U8ttFzCjnQ5njF3SrR
1211,get your shine on,florida georgia line ,6s9ICeczYOfbHHIaSMq9jd
1212,downtown,lady antebellum ,4kY7rYtE4OQkJNq22OIYRI
1213,take back the night,justin timberlake ,0a4ZGSRZOgspQy2HYzU82l
1214,here’s to never growing up,avril lavigne ,0qwcGscxUHGZTgq0zcaqk1
1215,don’t ya,brett eldredge ,3Qe097eJNp9MfpT2PieEw0
1216,round here,florida georgia line ,5T6DM9qjjngWnukcw0svkX
1217,slow down,selena gomez ,2OsEJFTfzfjG4oC92cuP2c
1218,gas pedal,sage the gemini featuring iamsu ,1UMKquW1olreYO1LlLmTqi
1219,venus,lady gaga ,3n3S5cH3IyaOswY2XSUGTS
1220,"bitch, don’t kill my vibe",kendrick lamar ,712uvW1Vezq8WpQi38v2L9
1221, bugatti,acehood featuring future & rick ross ,0uFvvXbmGIXlf5ZgtHyYpf
1222,sweater weather,the neighbourhood ,2QjOHCTQ1Jl3zawyYOpxh6
1223,redneck crazy,tyler farr ,4lcXNTm9JrQpJYXqsENmFI
1224,alive,krewella ,2SHnUyZq0zwmvRIl4WY77G
1225,brave,sara bareilles ,6Uy6K3KdmUdAfelUp0SeXn
1226,don’t drop that thun thun!,the finatticz ,3gTBF9aB9MVCy9ejLo8HJJ
1227,tko,justin timberlake ,5mIqtDBiw3rqMxsJc4UVM6
1228,happy,pharrell williams,60nZcImufyMA1MKQY3dcCH
1229,dark horse,katy perry feat. juicy j,5jrdCoLpJSvHHorevXBATy
1230,all of me,john legend,3U4isOIWM3VvDubwSI3y7a
1231,fancy,iggy azalea feat. charli xcx,3oiMJQAWVaxSubJ7b2VUtX
1232,counting stars,onerepublic,6sy3LkhNFjJWlaeSMNwQ62
1233,talk dirty,jason derulo feat. 2 chainz,6g6A7qNhTfUgOSH7ROOxTD
1234,rude,magic!,6RtPijgfPKROxEzTHNRiDp
1235,all about that bass,meghan trainor,5jE48hhRu8E6zBDPRSkEq7
1236,problem,ariana grande feat. iggy azalea,76eTTeRkmu1uu8w46f8bue
1237,stay with me,sam smith,5Nm9ERjJZ5oyfXZTECKmRt
1238,timber,pitbull feat. ke$ha,3cHyrEgdyYRjgJKSOiOtcS
1239,pompeii,bastille,4Ub8UsjWuewQrPhuepfVpd
1240,shake it off,taylor swift,5xTtaWoae3wi06K5WfVUUH
1241,am i wrong,nico and vinz,19C9dSMekf6AbnQyod6EZ6
1242,turn down for what,dj snake and lil jon,6h5yOjQNDaLZ0rW2OGoXTB
1243,the monster,eminem feat. rihanna,48RrDBpOSSl1aLVCalGl5C
1244,say something,a great big world and christina aguilera,2HB1jDQn9hCojKIr6Yfhze
1245,team,lorde,3G6hD9B2ZHOsgf4WfNu7X1
1246,let her go,passenger,0JmiBCpWc1IAc0et7Xm7FL
1247,royals,lorde,2dLLR6qlu5UJ5gk0dKz0h3
1248,let it go,idina menzel,0qcr5FMsEO85NAQjrlDRKo
1249,wake me up!,avicii,0nrRP2bk19rLc0orkWPQk2
1250,demons,imagine dragons,3LlAyCYU26dvFZBDUIMb7a
1251,story of my life,one direction,4nVBt6MZDDP6tRVdQTgxJg
1252,chandelier,sia,2s1sdSqGcKxpPr5lCl7jAV
1253,black widow,iggy azalea feat. rita ora,7pNC5ZIKtwUK0ReSpM3P9f
1254,bang bang,"jessie j, ariana grande & nicki minaj",1z3Q0Vv26kdsSc8KshjNWX
1255,latch,disclosure feat. sam smith,1DunhgeZSEgWiIYbHqXl0c
1256,maps,maroon 5,4gbVRS8gloEluzf0GzDOFc
1257,loyal,chris brown feat. lil wayne and french montana or too $hort or tyga,5BrTUo0xP1wKXLJWUaGFtk
1258,best day of my life,american authors,5Hroj5K7vLpIG4FNCRIjbP
1259,habits (stay high),tove lo,14OxJlLdcHNpgsm4DRwDOB
1260,summer,calvin harris,6YUTL4dYpB9xZO5qExPf05
1261,boom clap,charli xcx,0Y1MWB026LYxGvhq4EcMiC
1262,drunk in love,beyonce feat. jay z,0rG5jvbdBRAg7paORdTWSe
1263,anaconda,nicki minaj,794F99D5BQHS5ZGRXAs7I5
1264,break free,ariana grande feat. zedd,1AKT3bJ8YNO2QIE6sORpOi
1265,bailando,enrique iglesias feat. descemer bueno and gente de zona,32lm3769IRfcnrQV11LO4E
1266,burn,ellie goulding,0xMd5bcWTbyXS7wPrBtZA6
1267,wiggle,jason derulo feat. snoop dogg,2sLwPnIP3CUVmIuHranJZU
1268,rather be,clean bandit feat. jess glynne,3s4U7OHV7gnj42VV72eSZ6
1269,don’t tell ‘em,jeremih feat. yg,0Dc7J9VPV4eOInoxUiZrsL
1270,show me,kid ink feat. chris brown,4q6dqyGM25sKFU8nYAGRe4
1271,not a bad thing,justin timberlake,3nB82yGjtbQFSU0JLAwLRH
1272,roar,katy perry,27tNWlhdAryQY04Gb2ZhUI
1273,ain’t it fun,paramore,1j8z4TTjJ1YOdoFEDwJTQa
1274,the man,aloe blacc,2stPxcgjdSImK7Gizl8ZUN
1275,this is how we roll,florida georgia line feat. luke bryan,2TR7A4ulH9R1PNwMyd8o8U
1276,classic,mkto,6FE2iI43OZnszFLuLtvvmg
1277,a sky full of stars,coldplay,0FDzzruyVECATHXKHFs9eJ
1278,don’t,ed sheeran,1huvTbEYtgltjQRXzrNKGi
1279,na na,trey songz,5LIleJbUUgtvYnBW9wfY1W
1280,hot boy,bobby shmurda,0rFke7eNFHbGuGJUdRgjB2
1281,"hold on, we’re going home",drake feat. majid jordan,2aSC2xhRxOLiiZZVjhbylH
1282,sing,ed sheeran,6K8qKeWo5MsFED7wCR6Kop
1283,radioactive,imagine dragons,4G8gkOterJn0Ywt6uhqbhp
1284,my hitta,yg feat. jeezy and rich homie quan,19OHDib8Jrqi3o2nm5lzdA
1285,cool kids,echosmith,13P5rwmk2EsoFRIz9UCeh9
1286,hey brother,avicii,4lhqb6JvbHId48OUJGwymk
1287,trumpets,jason derulo,5KONnBIQ9LqCxyeSPin26k
1288,animals,maroon 5,2bL2gyO6kBdLkNSkxXNh6x
1289,burnin’ it down,jason aldean,5HJqpDspKDKwQpLjvkcIsD
1290,play it again,luke bryan,03fT3OHB9KyMtGMt2zwqCT
1291,2 on,tinashe feat. schoolboy q,3jVtllWS5CFFWLQng8sKsr
1292,dirt,florida georgia line,5CXnIPD6rTjszYYQm6fY2P
1293,love runs out,onerepublic,5BJSZocnCeSNeYMj3iVqM7
1294,bottoms up,brantley gilbert,0HZUp8fm9fh1Mitqx4CIOr
1295,shower,becky g,3DmW6y7wTEYHJZlLo1r6XJ
1296,me and my broken heart,rixton,1oew3nFNY3vMacJAsvry0S
1297,animals,martin garrix,6JEntXLt4z98CcDtIH9sU7
1298,lifestyle,rich gang feat. young thug and rich homie quan,7DTlsMOQjGysXHpwwpHuPl
1299,american kids,kenny chesney,1dgWTMoHwTUnQhOQ8SR5fV
1300,brave,sara bareilles,6Uy6K3KdmUdAfelUp0SeXn
1301,sweater weather,the neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6
1302,leave the night on,sam hunt,3wx2kQWPn9p5UppQbNhPAk
1303,new flame,chris brown feat. usher and rick ross,3fBbfrWZUuWWrMQXFISr7N
1304,love never felt so good,michael jackson and justin timberlake,1RHZ8N3GgdHve35MjjaKiB
1305,drunk on a plane,dierks bentley,1soxUgYIZb1qx1c7o1Lc7z
1306,birthday,katy perry,2xLOMHjkOK8nzxJ4r6yOKR
1307,bartender,lady antebellum,6olKv2HP3XgBpvVxAswowe
1308,la la la,naughty boy feat. sam smith,36pLU2ywVeBKEF0rrKtmCB
1309,blurred lines,robin thicke feat. t.i. and pharrell,0n4bITAu0Y0nigrz3MFJMb
1310,do what u want,lady gaga feat. r. kelly,5XKXMWPACPq51OiqzxenZo
1311,can’t remember to forget you,shakira feat. rihanna,2Sh4sAOfnSHEVKFyysxzat
1312,amnesia,5 seconds of summer,1JCCdiru7fhstOIF4N7WJC
1313,no mediocre,t.i. feat. iggy azalea,38aECKrbMv2F5FsYYCewCQ
1314,come with me now,kongos,2kWowW0k4oFymhkr7LmvzO
1315,believe me,lil wayne feat. drake,6t2eIONH4Sax3R21QWiKNp
1316,23,"mike will made-it feat. miley cyrus, wiz khalifa and juicy j",20FZrLl9zSbO9b3DhaqO6M
1317,beachin’,jake owen,5dNGORzxFb5z3v7vSAFkTU
1318,white walls,macklemore & ryan lewis feat. schoolboy q and hollis,1MFD6gdVDjFFMM8ItH9ZhI
1319,she looks so perfect,5 seconds of summer,1gugDOSMREb34Xo0c1PlxM
1320,stay the night,zedd feat. hayley williams,2QtJA4gbwe1AcanB2p21aP
1321,partition,beyonce,5hgnY0mVcVetszbb85qeDg
1322,studio,schoolboy q feat. bj the chicago kid,29gsi1zZrZxdStACmTQB0Z
1323,0 to 100 / the catch up,drake,4jtyUzZm9WLc2AdaJ1dso7
1324,i don’t dance,lee brice,5aj0xPGiEUN3aI2oOYu14S
1325,somethin’ bad,miranda lambert and carrie underwood,2mXsZsJBThTaJXbNcg5QD4
1326,adore you,miley cyrus,5AnCLGg35ziFOloEnXK4uu
1327,uptown funk!,mark ronson feat. bruno mars,32OlwWuMpZ6b0aN2RZOeMS
1328,thinking out loud,ed sheeran,34gCuhDGsG4bRPIf9bb02f
1329,see you again,wiz khalifa feat. charlie puth,2JzZzZUQj3Qff7wapcbKjc
1330,trap queen,fetty wap,2d8JP84HNLKhmd6IYOoupQ
1331,sugar,maroon 5,2iuZJX9X9P0GKaE93xcPjk
1332,shut up and dance,walk the moon,4kbj5MwxO1bq9wjT5g9HaA
1333,blank space,taylor swift,1p80LdxRV74UKvL8gnD7ky
1334,watch me,silento,7eB1V5LvAdxCc7brfGhRRo
1335,earned it (fifty shades of grey),weeknd,4frLb7nWtsz2ymBE6k2GRP
1336,the hills,weeknd,7fBv7CLKzipRk6EC6TWHOB
1337,cheerleader (felix jaehn remix),omi,023OVLNzXhX0j7CxswUt6D
1338,can’t feel my face,weeknd,58soKhQRucM4TZa4fpKfxY
1339,love me like you do,ellie goulding,3zHq9ouUJQFQRf3cm1rRLu
1340,take me to church,hozier,1CS7Sd1u5tWkstBhpssyjP
1341,bad blood,taylor swift feat. kendrick lamar,6xsEAm6w9oMQYYg3jkEkMT
1342,lean on,major lazer and dj snake feat. m0,1Lim1Py7xBgbAkAys3AGAG
1343,want to want me,jason derulo,7oGZAicScQt96OAW4AruYy
1344,where are u now,skrillex and diplo with justin bieber,66hayvUbTotekKU3H4ta1f
1345,fight song,rachel platten,37f4ITSlgPX81ad2EvmVQr
1346,679,fetty wap feat. remy boyz,5NQbUaeTEOGdD6hHcre0dZ
1347,lips are movin,meghan trainor,6gj08XDlv9Duc2fPOxUmVD
1348,worth it,fifth harmony feat. kid ink,41Fflg7qHiVOD6dEPvsCzO
1349,post to be,omarion feat. chris brown and jhene aiko,0fgZUSa7D7aVvv3GfO0A1n
1350,"honey, i’m good.",andy grammer,4MflGTO2ZTcSQ12bWcyRgI
1351,i’m not the only one,sam smith,5hO5U3Djps5hAUYHYlu56m
1352,good for you,selena gomez feat. a$ap rocky,578Eooad7oUyn4stovZiPg
1353,style,taylor swift,4lIxdJw6W3Fg4vUIYCB0S5
1354,hotline bling,drake,0wwPcA6wtMf6HUMpIRdeP7
1355,hey mama,"david guetta feat. nicki minaj, bebe rexha and afrojack",5b2bu6yyATC1zMXDGScJ2d
1356,g.d.f.r.,flo rida feat. sage the gemini and lookas,6ebkx7Q5tTxrCxKq4GYj0Y
1357,what do you mean?,justin bieber,4B0JvthVoAAuygILe3n4Bs
1358,photograph,ed sheeran,1HNkqx9Ahdgi1Ixy2xkKkL
1359,hello,adele,62PaSfnXSMyLshYJrlTuL3
1360,stitches,shawn mendes,5jsw9uXEGuKyJzs0boZ1bT
1361,talking body,tove lo,2tpfxAXiI52znho4WE3XFA
1362,jealous,nick jonas,5NQJnRpJHRaupdegphntQT
1363,time of our lives,pitbull and ne-yo,2bJvI42r8EF3wxjOuDav4r
1364,locked away,r. city feat. adam levine,7x5xYW5W42OGPAdHUyyguy
1365,somebody,natalie la rose feat. jeremih,7ioiB40H9xKs04QtIso2I3
1366,fourfiveseconds,"rihanna, kanye west, and paul mccartney",78TTtXnFQPzwqlbtbwqN0y
1367,centuries,fall out boy,04aAxqtGp5pv12UXAg4pkq
1368,my way,fetty wap feat. monty,1WoOzgvz6CgH4pX6a1RKGp
1369,take your time,sam hunt,6DEaND0SHv3sC11xobZLiy
1370,i don’t f**k with you,big sean feat. e-40,7taXl2C2594pF4gjumrF4W
1371,b**** better have my money,rihanna,0NTMtAO2BV4tnGvw9EgBVq
1372,flex (ooh ooh ooh),rich homie quan,4T0ScSPdQKmGvruK7pavNP
1373,nasty freestyle,t-wayne,0PT7nlpo11hYYyfnBgtilT
1374,only,"nicki minaj feat. drake, lil wayne and chris brown",50ceCGZ3oD3U5caQV5bP6f
1375,elastic heart,sia,5S9lfZu1YF8xKkgSsqL2Bd
1376,cool for the summer,demi lovato,3uwnnTQcHM1rDqSfA4gQNz
1377,renegades,x ambassadors,0fYVliAYKHuPmECRs1pbRf
1378,i don’t mind,usher feat. juicy j,7aXuop4Qambx5Oi3ynsKQr
1379,love me harder,ariana grande and the weeknd,5J4ZkQpzMUFojo1CtAZYpn
1380,wildest dreams,taylor swift,1Ov37jtRQ2YNAe8HzfczkL
1381,you know you like it,dj snake and alunageorge,4Z694eBT0HHpWb4cEwzVX0
1382,uma thurman,fall out boy,5PUawWFG1oIS2NwEcyHaCr
1383,11-jul,beyonce,5Ybfsf1gbRmudWF8oDrznY
1384,the heart wants what it wants,selena gomez,6wJwkMo278iWVlWl1XQ4WA
1385,girl crush,little big town,11qh54D0PKkBwelpDxxiEU
1386,slow motion,trey songz,4NYwy0R3NdvORX2B6OZXBT
1387,drag me down,one direction,2K87XMYnUMqLcX3zvtAF4G
1388,truffle butter,nicki minaj feat. drake and lil wayne,7e44z4wOjkllaD8eulUeMd
1389,one last time,ariana grande,7xoUc6faLbCqZO6fQEYprd
1390,chains,nick jonas,5Eg4TsPcqNbIjd8ADMZosg
1391,all eyes on you,meek mill feat. chris brown and nicki minaj,0hy1SOTEn9ifXTzOwnCwEr
1392,no type,rae sremmurd,4scpF6J5uMBvoh6sFB7EL1
1393,riptide,vance joy,3JvrhDOgAt6p7K8mDyZwRd
1394,classic man,jidenna feat. roman gianarthur,3G7XYAwtxtoGK7fAm4IlD9
1395,ex’s and oh’s,elle king,70eDxAyAraNTiD6lx2ZEnH
1396,dear future husband,meghan trainor,3cU2wBxuV6nFiuf6PJZNlC
1397,marvin gaye,charlie puth feat. meghan trainor,6ukMqDxnOPOgoHdak7Kyp3
1398,like i’m gonna lose you,meghan trainor feat. john legend,2YlZnw2ikdb837oKMKjBkW
1399,the hanging tree,james newton howard feat. jennifer lawrence,416MsJxvxSKY96DCmbJIRs
1400,coco,o.t. genasis,2JI71GHwq2LN8mtq3iCLYo
1401,bang bang,"jessie j, ariana grande and nicki minaj",1z3Q0Vv26kdsSc8KshjNWX
1402,lay me down,sam smith,64GRDrL1efgXclrhVCeuA0
1403,tuesday,ilovemakonnen feat. drake,2znzyzlAUc8Z1Ikq9aFOcx
1404,hit the quan,ilovememphis,4OjuzM3rTWp3q60mEldNSF
1405,downtown,"macklemore and ryan lewis feat. eric nally, melle mel, kool moe dee and grandmaster caz",5pfJsMwoRYKampPay8amX0
1406,house party,sam hunt,1TwLKNsCnhi1HxbIi4bAW0
1407,ayo,chris brown and tyga,0k6DnZMLoEUH8NGD5zh2SE
1408,kick the dust up,luke bryan,5g15o2Sm55Hn9ShK5yEXgp
1409,blessings,big sean feat. drake,1bzM1cd6oqFozdr4wK6HdR
1410,budapest,george ezra,2ixsaeFioXJmMgkkbd4uj1
1411,heartbeat song,kelly clarkson,7FC9Lng8iXU081lbigu8m8
1412,ghost,ella henderson,4z7gh3aIZV9arbL9jJSc5J
1413,here,alessia cara,1wYZZtamWTQAoj8B812uKQ
1414,waves,mr. probz,1HFfMOxCAT4GAwaPfCdmUs
1415,el perdon (forgiveness),nicky jam and enrique iglesias,7hOfyNuj2dLc0HAEYVDIYS
1416,she knows,ne-yo feat. juicy j,7seTcUFOhn5caSDbiSfsp0
1417,night changes,one direction,5O2P9iiztwhomNh8xkR9lJ
1418,back to back,drake,5lFDtgWsjRJu8fPOAyJIAK
1419,how deep is your love,calvin harris and disciples,6rMwYjoFvxKiaEH4If8ZpZ
1420,love yourself,justin bieber,50kpGaPAhYJ3sGmk6vplg0
1421,sorry,justin bieber,09CtPGIpYB4BrO8qb1RGsF
1422,one dance,drake feat. wizkid and kyla,1zi7xx7UVEFkmKfv06H8x0
1423,work,rihanna feat. drake,72TFWvU3wUYdUuxejTTIzt
1424,stressed out,twenty one pilots,3CRDbSIZ4r5MsZ0YwxuEkn
1425,panda,desiigner,5YEOzOojehCqxGQCcQiyR4
1426,don’t let me down,chainsmokers feat. daya,1i1fxkWeaMmKEB4T7zqbzK
1427,can’t stop the feeling!,justin timberlake,1WkMMavIMc4JZ8cfMmxHkI
1428,closer,chainsmokers feat. halsey,7BKLCZ1jbUBVqRi2FVlTVw
1429,cheap thrills,sia feat. sean paul,6b3b7lILUJqXcp6w9wNQSm
1430,7 years,lukas graham,5kqIPrATaCc2LqxVWzQGbk
1431,needed me,rihanna,4pAl7FkDMNBsjykPXo91B3
1432,my house,flo rida,6Knv6wdA0luoMUuuoYi2i1
1433,i took a pill in ibiza,mike posner,0vbtURX4qv1l7besfwmnD8
1434,work from home,fifth harmony feat. ty dolla $ign,4tCtwWceOPWzenK2HAIJSb
1435,this is what you came for,calvin harris feat. rihanna,0azC730Exh71aQlOt9Zj3y
1436,cake by the ocean,dnce,76hfruVvmfQbw0eYn1nmeC
1437,"me, myself and i",g-eazy x bebe rexha,40YcuQysJ0KlGQTeGUosTC
1438,ride,twenty one pilots,2Z8WuEywRWYTKe1NybPQEW
1439,heathens,twenty one pilots,6i0V12jOa3mr6uu4WYhUBr
1440,pillowtalk,zayn,0PDUDa38GO8lMxLCRc4lL1
1441,cold water,major lazer feat. justin bieber and mo,7zsXy7vlHdItvUSH8EwQss
1442,send my love (to your new lover),adele,0t7fVeEJxO2Xi4H2K5Svc9
1443,roses,chainsmokers feat. rozes,3FWPoYBDserKdzcattMFGa
1444,treat you better,shawn mendes,3QGsuHI8jO1Rx4JWLUh9jd
1445,too good,drake feat. rihanna,3BtuIIrQlkujKPuWF2B85z
1446,low life,future feat. the weeknd,7EiZI6JVHllARrX9PUvAdX
1447,what do you mean?,justin bieber,4B0JvthVoAAuygILe3n4Bs
1448,just like fire,p!nk,7K5dzhGda2vRTaAWYI3hrb
1449,broccoli,d.r.a.m. feat. lil yachty,0qy5D3OJre7SPJNMOL9I71
1450,don’t,bryson tiller,3pXF1nA74528Edde4of9CC
1451,dangerous woman,ariana grande,6RUhbFEhrvGISaQ8u2j2JN
1452,jumpman,drake and future,27GmP9AWRs744SzKcpJsTZ
